player_name,team_name,position,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,appearances,assists,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,fouls,freeKickGoal,goalConversionPercentage,goals,goalsAssistsSum,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,matchesStarted,minutesPlayed,offsides,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,rating,redCards,rightFootGoals,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalShots,totwAppearances,touches,wasFouled,yellowCards
Dominik Szoboszlai,Liverpool,M,53,32.51533742,567,108,59.66850829,962,622,1584,87.36900165,16,51.61290323,15,29,3,160,7,3,17,7,51,20,31,110,1,4,5.1664562,3.8601,28,4,8.620689655,5,8,41,34,7,1,4,,93,49.46808511,0,0,1,229,23,58,0,29,2603,1,0,0,1,0,0,0,0,0,0,425,15,0,7.193103448,1,5,0,0,0,0,0,520.6,33.33333333,12,13,45,22,19,23,58.97435897,44,29,65.90909091,58,39,163,109,49.7716895,181,1114,699,1813,58,4,2477,26,7
Ryan Gravenberch,Liverpool,M,0,0,405,21,31.34328358,855,592,1447,89.32098765,24,57.14285714,18,29,3,116,4,0,12,9,46,22,12,99,0,2,2.03067647,1.6512,30,0,12.90322581,4,7,34,29,5,2,2,,112,58.03108808,0,0,1,173,41,24,1,29,2521,0,0,0,0,0,0,0,0,0,0,274,9,0,7.124137931,0,3,0,0,0,0,0,630.25,0,0,7,24,10,9,26,57.77777778,50,31,62,24,45,5,136,57.87234043,67,978,642,1620,31,3,2048,36,5
Ibrahima Konaté,Liverpool,D,1,33.33333333,212,59,48.36065574,673,883,1556,89.47671075,100,71.94244604,39,29,0,92,2,2,3,7,162,5,8,83,0,3,0.90191554,1.0617,30,0,10,1,1,34,28,6,1,0,,83,65.35433071,0,0,0,183,23,7,0,29,2487,0,0,0,0,1,0,0,0,0,0,215,1,0,7.103448276,0,1,0,0,0,0,0,2487,0,0,9,1,4,3,5,71.42857143,47,25,53.19148936,7,7,3,183,68.79699248,122,790,949,1739,10,4,2133,32,6
Cody Gakpo,Liverpool,M,11,13.0952381,302,14,60.86956522,420,88,508,79.25117005,42,53.84615385,36,29,3,73,9,5,27,5,18,20,11,124,0,0,4.26980968,6.6832,32,0,8.695652174,6,9,29,26,3,6,0,,90,50.56179775,0,0,4,133,10,44,1,25,2159,20,0,0,0,0,0,0,0,0,1,328,16,0,6.975862069,0,5,0,0,0,0,0,359.8333333,0,0,47,22,26,16,28,51.85185185,23,10,43.47826087,44,54,84,132,51.5625,23,520,121,641,69,1,1111,39,2
Rio Ngumoha,Liverpool,F,3,25,62,1,50,78,10,88,84.61538462,0,0,3,13,0,7,2,0,1,0,1,4,1,17,0,0,1.32036735,0.8073,2,0,16.66666667,1,1,5,4,1,1,0,,27,65.85365854,0,0,1,16,1,9,0,1,250,0,0,0,0,0,0,0,0,0,0,50,2,0,6.953846154,0,1,0,0,0,0,0,250,0,0,5,1,1,4,20,74.07407407,2,1,50,9,27,12,27,61.36363636,2,89,15,104,6,1,185,5,0
Hugo Ekitiké,Liverpool,F,1,12.5,162,3,60,241,66,307,76.75,31,37.80487805,51,28,4,42,3,11,17,2,27,26,3,147,0,0,2.67287125,9.9003,35,0,16.92307692,11,15,25,23,2,11,0,,61,38.85350318,2,0,1,93,3,21,1,21,1810,10,0,0,0,0,0,0,0,0,0,216,14,0,6.921428571,0,8,0,0,0,0,0,164.5454545,0,0,50,15,29,19,38,52.77777778,11,7,63.63636364,21,72,8,92,38.49372385,5,321,79,400,65,5,745,12,0
Florian Wirtz,Liverpool,M,5,16.66666667,503,34,54.83870968,792,234,1026,84.375,5,12.82051282,34,27,2,94,4,6,17,2,10,27,17,124,0,1,4.40544507,5.7297,19,0,9.523809524,4,6,25,21,4,4,0,,83,47.97687861,0,0,1,190,9,51,1,23,2015,2,0,1,0,0,0,0,0,0,0,320,15,0,6.866666667,0,3,0,0,0,0,0,503.75,0,1,30,12,9,16,35,55.55555556,31,24,77.41935484,50,63,30,88,41.50943396,62,946,270,1216,42,3,1600,17,1
Curtis Jones,Liverpool,M,1,14.28571429,369,37,67.27272727,693,365,1058,92,7,26.92307692,19,27,1,95,3,3,5,1,17,21,17,74,0,4,2.36745532,2.0667,10,0,0,0,1,26,23,3,0,0,,64,53.78151261,0,0,2,92,8,18,0,11,1368,0,0,0,0,0,0,0,0,0,0,158,7,0,6.814814815,0,0,0,0,0,0,0,0,0,0,12,8,9,6,16,69.56521739,28,17,60.71428571,18,23,7,71,48.96551724,55,762,388,1150,20,0,1387,20,1
Alisson,Liverpool,G,0,0,20,103,39.92248062,56,569,625,79.61783439,6,85.71428571,1,25,0,221,0,0,0,8,37,0,1,3,0,3,0.03653137,,1,0,0,0,0,30,26,4,0,0,-2.552,5,71.42857143,0,16,0,160,0,0,0,25,2250,0,0,0,0,1,0,2,0,0,0,167,0,21,6.808,0,0,33,20,56,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,78.57142857,258,172,613,785,0,0,1029,7,1
Mohamed Salah,Liverpool,M,16,16,275,13,41.93548387,387,89,476,75.19747235,8,33.33333333,16,22,6,67,10,10,20,4,6,37,5,109,0,0,4.3452983,6.819,10,0,8.771929825,5,11,32,26,6,5,0,,38,29.00763359,0,0,0,157,4,44,2,19,1820,12,0,0,1,0,100,0,1,0,0,387,18,0,6.8,0,3,0,0,0,0,0,364,0,2,47,10,23,14,12,22.64150943,10,8,80,44,53,100,46,29.67741935,31,526,107,633,57,0,1056,16,1
Jeremie Frimpong,Liverpool,M,8,19.04761905,125,6,30,204,90,294,84.97109827,5,41.66666667,7,15,1,40,3,0,3,1,11,11,8,37,0,0,1.26384494,0.4308,4,0,0,0,1,9,8,1,0,0,,40,57.14285714,0,0,0,52,5,11,0,9,768,3,0,0,0,0,0,0,0,0,0,131,6,0,6.78,0,0,0,0,0,0,0,0,0,0,7,1,4,1,18,72,9,9,100,11,25,42,45,54.87804878,20,234,112,346,8,0,567,13,1
Alexis Mac Allister,Liverpool,M,9,47.36842105,309,39,50.64935065,659,348,1007,86.36363636,14,42.42424242,19,30,2,92,2,2,18,6,29,25,33,112,0,1,1.32489005,3.2789,23,0,4.545454545,2,4,31,25,6,2,0,,79,45.93023256,0,0,2,159,19,25,0,26,2184,0,0,0,0,0,0,0,0,0,0,245,10,0,6.736666667,0,2,0,0,0,0,0,1092,0,0,28,16,15,11,9,37.5,43,20,46.51162791,25,24,19,93,45.36585366,77,777,389,1166,44,0,1528,27,5
Wataru Endo,Liverpool,M,0,0,18,5,83.33333333,38,42,80,85.10638298,8,66.66666667,4,8,1,3,0,0,1,0,13,1,2,10,0,0,0.05474669,0.0386,2,0,0,0,1,5,4,1,0,0,,10,62.5,0,0,0,14,0,1,0,1,206,0,0,0,0,0,0,0,0,0,0,27,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,3,42.85714286,1,1,3,18,64.28571429,6,46,48,94,1,0,140,3,1
Andrew Robertson,Liverpool,D,10,26.31578947,165,14,35,274,165,439,84.09961686,11,47.82608696,12,19,0,31,3,0,4,2,19,0,3,22,1,0,1.01686144,0.3195,4,0,0,0,0,11,7,4,0,0,,14,58.33333333,0,0,0,83,7,15,0,6,783,5,0,0,0,0,0,0,0,0,0,130,2,0,6.666666667,0,0,0,0,0,0,0,0,0,0,4,1,0,1,3,50,11,8,72.72727273,15,6,38,25,53.19148936,40,332,190,522,5,0,699,0,0
Conor Bradley,Liverpool,D,4,16.66666667,137,10,25,251,162,413,83.94308943,15,48.38709677,16,15,1,43,3,0,4,2,29,11,15,75,0,0,0.93808918,0.241,18,0,0,0,1,13,9,4,0,0,,46,43.80952381,0,0,1,79,13,4,0,12,932,1,0,0,0,0,0,0,0,0,0,150,3,0,6.633333333,0,0,0,0,0,0,0,0,0,0,4,2,2,0,7,31.81818182,19,15,78.94736842,4,22,24,61,44.85294118,40,310,182,492,6,0,808,20,5
Miloš Kerkez,Liverpool,D,13,17.33333333,284,24,33.33333333,491,338,829,85.46391753,32,50,32,28,1,78,3,0,1,3,64,6,10,73,1,1,0.65863119,1.5586,19,0,25,2,3,31,28,3,2,0,,72,63.71681416,0,0,0,141,13,24,1,25,2044,4,0,0,0,0,0,0,0,0,0,281,2,0,6.614285714,0,1,0,0,0,0,0,1022,0,0,6,2,5,2,11,55,40,26,65,24,20,75,104,58.75706215,72,591,379,970,8,1,1470,23,4
Federico Chiesa,Liverpool,F,0,0,40,1,25,58,17,75,71.42857143,3,37.5,5,23,1,8,2,1,6,0,7,3,4,30,0,0,0.60506798,1.4286,9,0,12.5,2,3,7,5,2,2,0,,15,37.5,0,0,0,30,4,3,0,1,354,2,0,0,0,0,0,0,0,0,0,73,0,0,6.6,0,2,0,0,0,0,0,177,0,0,12,4,6,4,2,18.18181818,8,6,75,3,11,14,18,37.5,4,83,22,105,16,0,205,5,3
Alexander Isak,Liverpool,F,0,0,25,1,33.33333333,36,8,44,66.66666667,5,27.77777778,13,10,1,11,1,5,2,0,6,4,1,27,0,0,0.0889389,2.047,5,0,13.33333333,2,3,7,5,2,2,0,,7,33.33333333,0,0,0,22,0,2,1,6,519,0,0,0,0,0,0,0,0,0,0,49,3,0,6.56,0,1,0,0,0,0,0,259.5,0,0,13,2,9,4,1,16.66666667,6,5,83.33333333,2,6,2,12,30.76923077,3,54,12,66,15,0,134,0,0
Joe Gomez,Liverpool,D,2,13.33333333,43,10,47.61904762,93,119,212,80.91603053,9,47.36842105,10,16,2,16,3,0,0,1,21,6,4,31,0,0,0.63065232,0.2293,9,0,0,0,2,12,9,3,0,0,,7,25,0,0,0,50,9,5,0,6,521,0,0,0,0,0,0,0,0,0,0,93,0,0,6.5,0,0,0,0,0,0,0,0,0,0,3,0,2,1,2,50,5,3,60,5,4,15,16,34.04255319,21,122,140,262,3,0,396,0,2
Giorgi Mamardashvili,Liverpool,G,0,0,7,27,32.92682927,13,125,138,70.76923077,2,66.66666667,1,6,0,46,0,0,0,1,8,0,0,2,0,1,0.00964189,,1,0,0,0,0,12,9,3,0,0,-1.9012,1,50,0,2,0,57,0,0,0,6,540,0,0,0,0,1,0,2,0,1,0,60,0,2,6.466666667,0,0,11,10,21,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,60,82,56,139,195,0,0,263,1,0
Trey Nyoni,Liverpool,M,0,0,3,0,0,6,4,10,90.90909091,0,0,0,4,0,2,0,1,0,0,0,1,0,2,0,0,0.01409951,0.3697,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,1,0,1,0,0,28,1,0,0,0,0,0,0,0,0,0,3,0,0,6.4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,7,4,11,1,0,16,0,0
Moisés Caicedo,Chelsea,M,2,28.57142857,326,47,64.38356164,781,683,1464,92.24952741,12,34.28571429,23,26,1,141,3,1,9,5,22,14,23,111,0,3,2.03656957,1.2799,41,0,13.63636364,3,4,32,30,2,1,2,,126,58.87850467,0,0,0,123,52,14,0,25,2185,0,0,1,0,1,0,0,0,0,0,177,7,0,7.230769231,1,3,0,0,0,0,0,728.3333333,0,0,6,16,6,7,10,50,76,42,55.26315789,13,20,7,138,55.42168675,73,868,719,1587,22,1,1943,40,9
Reece James,Chelsea,D,30,24.3902439,295,56,55.44554455,578,554,1132,88.99371069,30,65.2173913,16,27,4,96,8,0,9,4,39,13,10,76,1,3,3.13504645,1.0148,27,1,9.523809524,2,6,20,20,0,1,1,,77,56.20437956,0,0,2,140,32,27,0,20,1896,1,0,0,0,0,0,0,0,0,0,285,7,0,7.2,0,2,0,0,0,0,0,948,14.28571429,7,4,17,6,6,10,50,47,32,68.08510638,27,20,123,107,58.46994536,101,672,600,1272,21,3,1777,20,4
Enzo Fernández,Chelsea,M,10,15.38461538,459,72,58.06451613,871,577,1448,86.34466309,23,51.11111111,22,30,3,118,10,8,16,5,27,36,30,147,0,0,5.9721652,10.4153,30,0,13.33333333,8,11,35,32,3,8,0,,98,43.94618834,1,0,3,229,17,52,0,29,2583,1,0,1,2,0,100,0,2,0,0,405,8,0,7.123333333,0,7,0,0,0,0,0,322.875,0,4,38,22,17,27,11,26.82926829,48,21,43.75,51,41,65,121,45.14925373,124,1048,629,1677,60,1,2153,39,8
Cole Palmer,Chelsea,M,3,11.11111111,216,31,65.95744681,332,179,511,83.90804598,0,0,2,20,1,63,3,4,13,2,9,24,8,76,0,0,1.88739433,8.5893,12,0,20,9,10,22,21,1,9,0,,64,46.37681159,0,0,0,98,12,20,9,18,1426,1,0,1,5,0,100,0,5,0,0,215,14,0,7.105,0,0,0,0,0,0,0,158.4444444,0,3,28,17,13,19,19,38,20,11,55,19,50,27,64,45.71428571,47,411,198,609,45,2,894,25,4
João Pedro,Chelsea,F,1,7.142857143,173,11,52.38095238,310,163,473,76.66126418,65,48.14814815,70,31,5,65,6,11,18,3,26,48,4,182,0,0,1.91265602,13.538,32,0,22.22222222,14,19,27,25,2,14,0,,97,46.41148325,3,0,0,144,5,28,5,27,2323,14,0,0,0,0,0,0,0,0,3,332,14,0,7.1,0,6,0,0,0,0,0,165.9285714,0,0,55,8,18,27,27,45,25,16,64,28,60,14,162,47.09302326,21,422,195,617,63,3,1088,46,4
Trevoh Chalobah,Chelsea,D,1,20,169,48,41.73913043,571,1396,1967,93.26695116,65,52.84552846,58,29,0,108,1,2,2,9,165,5,9,93,0,1,1.03034358,1.2914,20,0,21.42857143,3,3,31,28,3,3,0,,59,62.76595745,2,0,0,142,34,4,1,29,2552,2,0,0,0,0,0,0,0,0,0,168,4,0,6.996551724,1,0,0,0,0,0,0,850.6666667,0,0,10,4,7,5,7,77.77777778,35,23,65.71428571,4,9,5,124,57.14285714,115,658,1451,2109,14,3,2486,18,3
Pedro Neto,Chelsea,M,30,18.63354037,344,27,71.05263158,517,175,692,87.26355612,7,25,21,29,4,74,11,3,18,5,11,21,19,119,0,0,5.6440867,4.3505,10,1,12.5,5,9,23,22,1,4,1,,75,43.35260116,1,0,2,101,6,45,3,25,2219,5,0,1,0,0,0,0,0,0,0,362,12,0,6.989285714,1,1,0,0,0,0,0,443.8,100,1,27,13,11,11,40,45.45454545,15,9,60,44,88,161,82,40.7960199,38,599,194,793,40,2,1285,20,2
Tosin Adarabioyo,Chelsea,D,0,0,28,20,44.44444444,190,447,637,90.48295455,38,70.37037037,16,15,0,19,1,0,1,2,65,1,2,23,1,0,0.3998622,0.1073,5,0,0,0,0,12,10,2,0,0,,15,68.18181818,0,0,0,67,9,1,0,7,751,1,0,0,0,0,0,0,0,0,0,73,0,0,6.957142857,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,15,8,53.33333333,1,0,0,53,69.73684211,45,228,476,704,2,1,818,0,2
Wesley Fofana,Chelsea,D,1,50,99,20,44.44444444,329,558,887,92.2037422,61,64.89361702,33,19,1,64,1,0,2,3,101,5,4,65,0,1,0.58867985,0.5968,19,0,0,0,1,15,15,0,0,0,,38,54.28571429,0,0,0,75,26,3,0,14,1277,1,0,0,0,0,0,0,0,0,0,96,2,0,6.947368421,1,0,0,0,0,0,0,0,0,0,6,0,4,0,10,71.42857143,16,10,62.5,3,14,2,99,60.36585366,45,374,588,962,6,2,1213,12,4
Robert Sánchez,Chelsea,G,0,0,49,175,33.84912959,115,633,748,67.93823797,11,91.66666667,1,29,1,251,2,0,0,9,23,1,0,3,1,2,0.06359803,,2,0,0,0,1,34,31,3,0,0,2.1411,10,83.33333333,0,34,0,353,1,5,0,29,2525,0,0,0,0,0,0,1,0,0,0,363,0,6,6.934482759,1,0,57,21,80,0,14,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,21,87.5,517,394,707,1101,0,0,1407,11,3
Filip Jørgensen,Chelsea,G,0,0,4,15,40.54054054,6,103,109,81.95488722,1,100,0,3,0,23,0,0,0,0,2,1,0,1,0,0,0.00168234,,0,0,0,0,0,4,4,0,0,0,-0.4458,0,0,0,3,0,24,1,0,0,2,264,0,0,0,0,0,0,0,0,0,0,25,0,1,6.933333333,0,0,4,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,37,25,108,133,0,0,160,0,0
Alejandro Garnacho,Chelsea,F,8,14.28571429,181,12,100,261,100,361,88.48039216,3,21.42857143,11,20,4,39,6,7,6,1,5,7,8,54,0,0,3.58825317,3.1113,8,0,3.571428571,1,5,16,15,1,1,0,,43,50,0,0,2,47,4,26,1,14,1132,1,0,0,0,0,0,0,0,0,0,165,9,0,6.835,0,0,0,0,0,0,0,1132,0,0,20,8,15,7,11,35.48387097,13,10,76.92307692,26,31,56,46,46,12,300,108,408,28,1,639,19,2
Estêvão,Chelsea,M,5,31.25,105,4,50,154,55,209,81.00775194,3,21.42857143,11,20,2,34,4,2,11,0,5,16,10,85,0,0,2.1868853,2.8314,11,0,7.692307692,2,4,9,7,2,2,0,,47,38.84297521,0,0,1,49,4,15,1,10,769,4,0,0,0,0,0,0,0,0,1,141,5,0,6.810526316,0,1,0,0,0,0,0,384.5,0,0,21,5,8,7,29,43.28358209,11,5,45.45454545,15,67,16,50,37.03703704,8,194,64,258,26,0,465,7,3
Andrey Santos,Chelsea,M,0,0,105,11,47.82608696,278,302,580,89.36825886,14,46.66666667,16,23,0,38,1,3,1,1,17,2,10,40,0,1,0.81119123,1.7006,11,0,0,0,0,14,13,1,0,0,,49,67.12328767,0,0,1,69,18,7,0,10,1028,1,0,0,0,0,0,0,0,0,0,89,7,0,6.795652174,0,0,0,0,0,0,0,0,0,0,6,2,6,1,2,40,28,13,46.42857143,7,5,1,63,61.16504854,23,316,333,649,8,0,805,19,4
Marc Cucurella,Chelsea,D,9,34.61538462,272,39,50,538,541,1079,88.00978793,34,53.125,30,27,3,90,5,0,6,9,78,6,16,88,0,1,2.95181287,1.7238,35,0,6.25,1,4,23,21,2,1,0,,64,52.45901639,1,0,0,147,23,31,0,24,2080,1,0,0,0,0,0,0,0,0,0,207,3,0,6.733333333,1,0,0,0,0,0,0,2080,0,0,12,4,6,4,1,33.33333333,44,32,72.72727273,31,3,26,98,52.68817204,78,636,590,1226,16,2,1678,20,5
Malo Gusto,Chelsea,D,5,13.15789474,246,29,50,451,416,867,86.87374749,11,45.83333333,13,28,3,98,3,1,3,3,29,13,16,66,0,1,1.88576535,1.4572,15,0,18.18181818,2,5,23,21,2,2,0,,66,55.46218487,1,0,0,131,24,18,1,20,1744,1,0,0,0,0,0,0,0,0,0,246,9,0,6.685714286,1,0,0,0,0,0,0,872,0,0,6,5,3,5,10,50,43,22,51.1627907,18,20,38,77,53.84615385,58,537,461,998,11,1,1419,13,2
Roméo Lavia,Chelsea,M,0,0,40,8,80,92,71,163,93.14285714,2,66.66666667,1,8,0,12,0,0,0,0,3,4,0,11,0,1,0.10139017,0.137,6,0,0,0,0,4,4,0,0,0,,11,52.38095238,0,0,0,12,5,0,0,2,221,0,0,0,0,0,0,0,0,0,0,24,0,0,6.675,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,75,4,3,75,0,4,1,13,54.16666667,10,99,76,175,1,0,215,4,0
Benoît Badiashile,Chelsea,D,0,0,25,19,55.88235294,100,308,408,92.93849658,8,47.05882353,9,8,0,16,0,0,0,0,27,0,1,15,1,1,0.06794814,,6,0,0,0,0,10,8,2,0,0,,9,60,0,0,0,31,10,0,0,6,471,0,0,0,0,0,0,0,0,0,0,35,1,0,6.6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,57.14285714,0,0,0,17,53.125,34,116,323,439,0,0,499,2,2
Jamie Gittens,Chelsea,M,3,23.07692308,49,3,75,87,31,118,79.19463087,3,30,7,16,2,15,2,1,6,1,3,4,3,27,0,0,0.9303351,0.8183,6,0,0,0,2,7,5,2,0,0,,29,59.18367347,0,0,0,31,2,9,0,5,495,2,0,0,0,0,0,0,0,0,0,68,2,0,6.646666667,0,0,0,0,0,0,0,0,0,0,5,5,2,2,13,61.9047619,8,3,37.5,9,21,13,32,54.23728814,4,112,37,149,10,0,255,8,0
Josh Acheampong,Chelsea,D,1,100,33,4,26.66666667,128,279,407,92.5,10,58.82352941,7,12,0,23,0,0,1,1,19,5,3,20,2,3,0.13243274,0.6039,2,0,33.33333333,1,1,12,12,0,1,0,,24,64.86486486,1,0,0,33,10,2,0,7,587,1,0,0,0,0,0,0,0,0,0,51,2,0,6.566666667,0,0,0,0,0,0,0,587,0,0,3,0,0,2,10,76.92307692,9,6,66.66666667,2,13,1,34,62.96296296,15,144,296,440,3,1,539,5,1
Jorrel Hato,Chelsea,D,4,57.14285714,64,4,23.52941176,153,225,378,90.64748201,12,54.54545455,10,16,0,27,1,0,0,0,24,3,8,36,0,2,0.51275121,0.3071,10,0,0,0,0,16,15,1,0,0,,25,49.01960784,0,0,0,39,11,7,0,6,657,0,0,0,0,0,0,0,0,0,0,62,2,0,6.53125,0,0,0,0,0,0,0,0,0,0,3,1,4,0,4,44.44444444,20,11,55,7,9,7,37,50.68493151,17,173,244,417,4,0,561,1,4
Liam Delap,Chelsea,F,0,0,49,1,50,80,23,103,69.59459459,22,45.83333333,26,22,0,19,0,4,8,0,9,15,5,65,0,1,0.19590058,3.9219,17,0,3.225806452,1,1,13,10,3,1,0,,26,40,0,0,1,45,1,2,1,9,815,2,0,0,0,0,0,0,0,0,1,100,4,0,6.518181818,0,0,0,0,0,0,0,815,0,0,26,5,12,11,7,77.77777778,4,3,75,2,9,6,48,42.47787611,2,119,29,148,31,0,292,15,2
Marc Guiu,Chelsea,F,0,0,10,0,0,16,4,20,66.66666667,5,35.71428571,9,9,1,3,1,3,1,0,4,1,2,24,0,0,0.29707022,1.4653,9,0,0,0,1,2,2,0,0,0,,3,16.66666667,0,0,1,10,0,3,0,1,258,0,0,0,0,0,0,0,0,0,0,23,0,0,6.288888889,0,0,0,0,0,0,0,0,0,0,10,2,9,2,1,25,0,0,0,3,4,0,8,25,0,24,6,30,12,0,67,2,1
Mamadou Sarr,Chelsea,D,0,0,1,0,0,3,42,45,91.83673469,0,0,1,2,0,2,0,1,0,0,5,0,0,2,0,0,0.00197374,0.4359,0,0,0,0,0,3,3,0,0,0,,1,50,0,0,0,4,1,0,0,1,98,0,0,0,0,0,0,0,0,0,0,5,0,0,6.15,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,33.33333333,3,5,44,49,1,0,59,0,0
Caoimhin Kelleher,Brentford,G,0,0,44,213,36.41025641,150,525,675,64.34699714,4,66.66666667,2,30,0,229,0,0,0,8,36,0,1,5,1,1,0.24497656,,2,0,0,0,0,39,36,3,0,0,-2.7681,8,72.72727273,0,17,0,374,1,3,0,30,2700,0,0,1,0,2,0,7,0,3,0,383,0,24,6.993333333,0,0,46,33,82,1,14,0,0,0,0,0,0,0,2,100,1,0,0,2,2,0,12,70.58823529,585,475,574,1049,0,1,1339,6,1
Vitaly Janelt,Brentford,M,16,30.18867925,145,40,49.38271605,304,317,621,86.4902507,23,65.71428571,12,22,4,74,6,1,3,4,30,5,16,56,1,0,1.87983045,0.9081,17,0,8.333333333,1,5,16,15,1,1,0,,38,46.34146341,1,0,1,97,29,19,0,13,1267,0,0,0,0,0,0,0,0,0,0,160,5,0,6.986363636,0,0,0,0,0,0,0,1267,0,0,6,6,6,3,4,40,24,15,62.5,19,10,53,61,52.13675214,81,374,344,718,12,2,964,12,7
Igor Thiago,Brentford,F,5,41.66666667,120,8,47.05882353,216,145,361,68.63117871,95,38.61788618,151,31,1,80,5,17,13,7,51,33,11,263,0,2,1.70313738,17.5142,59,0,26.76056338,19,20,40,38,2,19,0,,75,40.10695187,2,0,2,165,9,19,6,30,2654,20,0,0,7,0,85.71428571,0,6,0,0,318,15,0,6.983870968,0,11,0,0,0,0,0,139.6842105,0,0,67,4,21,37,26,57.77777778,29,18,62.06896552,19,45,12,170,39.26096998,17,346,180,526,71,6,998,21,6
Mikkel Damsgaard,Brentford,M,25,29.41176471,213,24,36.36363636,349,166,515,75.29239766,13,36.11111111,23,26,4,101,10,2,4,2,12,27,36,126,0,1,4.14142951,1.8527,16,0,15,3,7,26,25,1,3,0,,74,41.8079096,1,0,1,169,19,32,0,18,1588,3,0,0,0,0,0,0,0,0,0,333,19,0,6.976923077,0,2,0,0,0,0,0,529.3333333,0,1,12,8,7,9,13,33.33333333,44,26,59.09090909,32,39,85,87,40.84507042,66,487,197,684,20,1,1062,18,0
Mathias Jensen,Brentford,M,25,26.88172043,211,59,55.66037736,380,243,623,80.90909091,6,24,19,29,1,80,8,2,8,2,27,19,25,87,0,0,3.99358633,2.0787,15,0,8.695652174,2,3,23,21,2,1,1,,54,44.26229508,0,0,1,147,13,22,0,19,1681,2,0,2,0,0,0,0,0,0,0,292,7,0,6.893103448,0,2,0,0,0,0,0,840.5,0,2,8,15,9,6,15,62.5,31,20,64.51612903,20,24,93,60,40.81632653,106,496,274,770,23,0,1130,8,3
Michael Kayode,Brentford,D,14,27.45098039,153,30,44.11764706,331,462,793,85.17722879,37,60.6557377,24,30,0,140,3,0,3,6,90,24,17,124,1,2,2.58646108,0.6257,22,0,14.28571429,1,1,39,37,2,1,0,,143,58.84773663,1,0,0,138,32,30,0,30,2634,1,1,1,0,2,0,0,0,0,0,420,5,0,6.89,0,0,0,0,0,0,0,2634,0,0,6,1,2,2,43,52.43902439,57,39,68.42105263,29,82,51,180,59.21052632,68,413,518,931,7,0,1793,43,6
Dango Ouattara,Brentford,F,11,14.86486486,94,11,36.66666667,160,64,224,61.03542234,45,52.94117647,40,25,3,71,10,9,11,0,43,23,14,143,0,0,3.33558038,5.3221,21,0,13.88888889,5,8,26,24,2,5,0,,66,39.05325444,0,0,0,143,20,20,5,19,1718,7,0,0,0,0,0,0,0,0,4,334,7,0,6.844,0,0,0,0,0,0,0,343.6,0,0,30,6,13,12,17,26.98412698,18,10,55.55555556,20,63,74,111,43.7007874,30,272,95,367,36,2,805,31,4
Kevin Schade,Brentford,M,5,29.41176471,125,6,40,209,91,300,67.87330317,71,51.07913669,68,28,3,78,7,11,8,4,26,40,9,195,0,0,1.87961208,9.9541,39,0,15.55555556,7,10,26,23,3,7,0,,87,40.65420561,2,0,3,142,18,25,1,26,2217,9,0,1,1,0,0,0,0,0,1,319,9,0,6.821428571,1,4,0,0,0,0,0,316.7142857,0,0,44,1,16,21,18,30,33,18,54.54545455,24,60,17,158,44.7592068,15,321,121,442,45,1,902,36,6
